Date,Ticker,Close,High,Low,Open,Volume
2015-04-30,GC=F,1182.4000244140625,1205.9000244140625,1176.699951171875,1203.0999755859375,143
2015-05-01,GC=F,1174.5,1178.0999755859375,1170.0,1178.0999755859375,23
2015-05-04,GC=F,1186.800048828125,1189.4000244140625,1177.5,1177.5,38
2015-05-05,GC=F,1193.199951171875,1198.699951171875,1186.9000244140625,1187.5,48
2015-05-06,GC=F,1190.300048828125,1194.5999755859375,1189.9000244140625,1194.5,14
2015-05-07,GC=F,1182.4000244140625,1186.0,1179.699951171875,1181.5,44
2015-05-08,GC=F,1189.0999755859375,1189.0999755859375,1182.9000244140625,1183.300048828125,51
2015-05-11,GC=F,1183.199951171875,1190.5,1179.300048828125,1189.699951171875,26
2015-05-12,GC=F,1192.5999755859375,1194.800048828125,1189.699951171875,1194.5999755859375,10
2015-05-13,GC=F,1218.4000244140625,1218.4000244140625,1191.0,1192.699951171875,34
2015-05-14,GC=F,1225.4000244140625,1225.5999755859375,1214.5,1214.5,35
2015-05-15,GC=F,1225.5,1225.5,1214.800048828125,1218.5,12
2015-05-18,GC=F,1227.800048828125,1228.0999755859375,1222.5999755859375,1224.5,8
2015-05-19,GC=F,1206.9000244140625,1223.9000244140625,1206.0,1223.9000244140625,9
2015-05-20,GC=F,1208.9000244140625,1210.800048828125,1205.0999755859375,1205.0999755859375,11
2015-05-21,GC=F,1204.4000244140625,1204.5,1203.699951171875,1204.5,43
2015-05-22,GC=F,1204.300048828125,1211.9000244140625,1204.300048828125,1211.5999755859375,8
2015-05-26,GC=F,1187.199951171875,1193.5999755859375,1186.0,1193.5999755859375,40
2015-05-27,GC=F,1185.9000244140625,1185.9000244140625,1185.9000244140625,1185.9000244140625,200216
2015-05-28,GC=F,1188.0999755859375,1192.0,1179.5999755859375,1187.0999755859375,52705
2015-05-29,GC=F,1189.4000244140625,1193.300048828125,1185.699951171875,1187.800048828125,4748
2015-06-01,GC=F,1188.300048828125,1204.0,1184.300048828125,1190.5999755859375,1236
2015-06-02,GC=F,1194.0999755859375,1194.300048828125,1186.0,1189.0,1003
2015-06-03,GC=F,1184.699951171875,1193.9000244140625,1179.0999755859375,1193.9000244140625,630
2015-06-04,GC=F,1174.9000244140625,1185.300048828125,1173.0,1184.9000244140625,447
2015-06-05,GC=F,1167.800048828125,1177.300048828125,1164.0,1176.4000244140625,390
2015-06-08,GC=F,1173.199951171875,1176.0999755859375,1169.0999755859375,1169.5,173
2015-06-09,GC=F,1177.300048828125,1180.300048828125,1172.699951171875,1172.9000244140625,144
2015-06-10,GC=F,1186.0999755859375,1190.0999755859375,1175.5999755859375,1176.0999755859375,295
2015-06-11,GC=F,1179.9000244140625,1183.199951171875,1174.4000244140625,1183.199951171875,69
2015-06-12,GC=F,1178.800048828125,1181.199951171875,1176.199951171875,1180.4000244140625,141
2015-06-15,GC=F,1185.300048828125,1188.5,1172.699951171875,1179.9000244140625,102
2015-06-16,GC=F,1180.5,1186.5,1175.9000244140625,1186.5,29
2015-06-17,GC=F,1176.4000244140625,1186.300048828125,1174.9000244140625,1177.5999755859375,168
2015-06-18,GC=F,1201.5,1202.0,1183.4000244140625,1183.4000244140625,130
2015-06-19,GC=F,1201.5,1203.0999755859375,1199.699951171875,1199.699951171875,142
2015-06-22,GC=F,1183.699951171875,1197.800048828125,1182.699951171875,1197.800048828125,30
2015-06-23,GC=F,1176.199951171875,1186.0,1176.199951171875,1183.800048828125,60
2015-06-24,GC=F,1172.5999755859375,1176.5999755859375,1170.699951171875,1176.5999755859375,263
2015-06-25,GC=F,1171.5,1175.9000244140625,1171.5,1175.800048828125,95
2015-06-26,GC=F,1172.9000244140625,1172.9000244140625,1170.5,1170.5,308
2015-06-29,GC=F,1178.5,1186.0,1173.800048828125,1185.0999755859375,174
2015-06-30,GC=F,1171.5,1176.4000244140625,1166.5999755859375,1176.300048828125,223
2015-07-01,GC=F,1169.0,1173.0999755859375,1166.5999755859375,1173.0999755859375,455
2015-07-02,GC=F,1163.0,1168.0999755859375,1155.5,1166.4000244140625,316
2015-07-06,GC=F,1172.9000244140625,1173.0,1162.199951171875,1171.0999755859375,634
2015-07-07,GC=F,1152.4000244140625,1166.800048828125,1149.5,1166.800048828125,469
2015-07-08,GC=F,1163.300048828125,1163.300048828125,1146.4000244140625,1152.5999755859375,65
2015-07-09,GC=F,1159.0,1163.5999755859375,1154.800048828125,1154.800048828125,65
2015-07-10,GC=F,1157.699951171875,1161.4000244140625,1157.5,1160.0999755859375,27
2015-07-13,GC=F,1155.199951171875,1159.0,1151.199951171875,1159.0,14
2015-07-14,GC=F,1153.300048828125,1157.199951171875,1153.0,1157.199951171875,39
2015-07-15,GC=F,1147.199951171875,1154.0,1144.800048828125,1154.0,15
2015-07-16,GC=F,1143.800048828125,1146.199951171875,1142.9000244140625,1146.199951171875,14
2015-07-17,GC=F,1131.800048828125,1144.0,1130.199951171875,1144.0,120
2015-07-20,GC=F,1106.699951171875,1130.699951171875,1095.0999755859375,1130.4000244140625,189
2015-07-21,GC=F,1103.4000244140625,1106.4000244140625,1097.0999755859375,1097.0999755859375,118
2015-07-22,GC=F,1091.4000244140625,1095.0,1086.0,1093.0,46
2015-07-23,GC=F,1094.0,1097.5999755859375,1087.800048828125,1097.4000244140625,64
2015-07-24,GC=F,1085.5999755859375,1100.699951171875,1078.5999755859375,1078.5999755859375,52
2015-07-27,GC=F,1096.5,1102.5,1093.9000244140625,1100.0,19
2015-07-28,GC=F,1096.300048828125,1097.699951171875,1096.300048828125,1097.199951171875,31
2015-07-29,GC=F,1092.699951171875,1096.9000244140625,1092.699951171875,1096.4000244140625,159142
2015-07-30,GC=F,1088.4000244140625,1097.5,1081.0,1096.0999755859375,49298
2015-07-31,GC=F,1094.9000244140625,1102.800048828125,1079.0999755859375,1087.699951171875,5700
2015-08-03,GC=F,1089.4000244140625,1097.0999755859375,1085.0,1095.5,2418
2015-08-04,GC=F,1090.699951171875,1093.9000244140625,1080.5,1085.0999755859375,1139
2015-08-05,GC=F,1085.699951171875,1090.5999755859375,1082.5,1086.5,1207
2015-08-06,GC=F,1090.199951171875,1092.199951171875,1083.5999755859375,1084.4000244140625,269
2015-08-07,GC=F,1094.0999755859375,1098.300048828125,1081.699951171875,1088.9000244140625,614
2015-08-10,GC=F,1104.199951171875,1107.5999755859375,1089.5,1093.199951171875,900
2015-08-11,GC=F,1107.5999755859375,1116.699951171875,1094.0,1103.800048828125,997
2015-08-12,GC=F,1123.199951171875,1124.5,1101.5,1106.0,797
2015-08-13,GC=F,1115.699951171875,1124.300048828125,1113.0,1124.300048828125,441
2015-08-14,GC=F,1112.9000244140625,1118.800048828125,1112.5,1113.9000244140625,908
2015-08-17,GC=F,1118.5999755859375,1122.0,1113.800048828125,1113.800048828125,399
2015-08-18,GC=F,1117.0999755859375,1118.4000244140625,1110.0,1118.199951171875,475
2015-08-19,GC=F,1128.0999755859375,1134.300048828125,1116.800048828125,1117.0,348
2015-08-20,GC=F,1153.0,1153.300048828125,1132.800048828125,1132.800048828125,409
2015-08-21,GC=F,1159.5999755859375,1166.5,1150.5,1154.0999755859375,261
2015-08-24,GC=F,1153.4000244140625,1169.0,1147.5,1164.0,299
2015-08-25,GC=F,1138.199951171875,1155.5,1134.0,1151.5,217
2015-08-26,GC=F,1124.5999755859375,1143.0,1119.5999755859375,1139.199951171875,116
2015-08-27,GC=F,1122.4000244140625,1127.4000244140625,1118.4000244140625,1127.199951171875,564
2015-08-28,GC=F,1133.0999755859375,1139.0,1123.5999755859375,1125.300048828125,279
2015-08-31,GC=F,1131.5999755859375,1134.0,1124.800048828125,1131.0999755859375,194
2015-09-01,GC=F,1138.699951171875,1144.699951171875,1133.5,1133.5,375
2015-09-02,GC=F,1132.5,1140.4000244140625,1130.800048828125,1137.300048828125,201
2015-09-03,GC=F,1123.699951171875,1132.9000244140625,1120.300048828125,1130.300048828125,122
2015-09-04,GC=F,1120.5999755859375,1125.199951171875,1116.199951171875,1123.4000244140625,51
2015-09-08,GC=F,1120.4000244140625,1124.300048828125,1116.4000244140625,1119.800048828125,138
2015-09-09,GC=F,1102.199951171875,1123.5,1102.0999755859375,1123.5,150
2015-09-10,GC=F,1109.5,1113.5,1105.5,1107.300048828125,56
2015-09-11,GC=F,1103.5,1111.699951171875,1098.199951171875,1110.800048828125,81
2015-09-14,GC=F,1107.699951171875,1108.5999755859375,1104.0999755859375,1107.800048828125,19
2015-09-15,GC=F,1102.800048828125,1104.5,1102.800048828125,1104.5,8
2015-09-16,GC=F,1119.199951171875,1119.9000244140625,1109.800048828125,1109.800048828125,31
2015-09-17,GC=F,1117.300048828125,1130.5,1117.0999755859375,1118.5999755859375,14
2015-09-18,GC=F,1138.0999755859375,1141.199951171875,1127.800048828125,1128.300048828125,59
2015-09-21,GC=F,1133.0999755859375,1138.5,1130.800048828125,1137.5999755859375,17
2015-09-22,GC=F,1125.0,1135.0,1122.5,1132.5999755859375,43
2015-09-23,GC=F,1131.5999755859375,1132.199951171875,1128.300048828125,1128.5999755859375,33
2015-09-24,GC=F,1153.800048828125,1155.9000244140625,1133.0,1133.0,37
2015-09-25,GC=F,1146.0,1149.800048828125,1143.4000244140625,1149.800048828125,56
2015-09-28,GC=F,1132.0,1133.199951171875,1132.0,1133.199951171875,4346
2015-09-29,GC=F,1127.0999755859375,1134.4000244140625,1124.300048828125,1132.199951171875,2417
2015-09-30,GC=F,1115.5,1126.0,1112.0999755859375,1124.300048828125,865
2015-10-01,GC=F,1114.199951171875,1119.0,1113.300048828125,1115.199951171875,1181
2015-10-02,GC=F,1137.0999755859375,1141.199951171875,1105.800048828125,1112.199951171875,323
2015-10-05,GC=F,1138.0999755859375,1141.699951171875,1132.5,1137.0999755859375,226
2015-10-06,GC=F,1146.800048828125,1150.0,1136.300048828125,1136.300048828125,145
2015-10-07,GC=F,1149.0,1152.9000244140625,1143.0,1147.5999755859375,104
2015-10-08,GC=F,1144.699951171875,1146.699951171875,1138.699951171875,1142.699951171875,138
2015-10-09,GC=F,1156.300048828125,1157.199951171875,1151.5999755859375,1151.5999755859375,22
2015-10-12,GC=F,1164.9000244140625,1166.800048828125,1155.9000244140625,1155.9000244140625,40
2015-10-13,GC=F,1165.800048828125,1166.199951171875,1154.9000244140625,1163.5,132
2015-10-14,GC=F,1180.0999755859375,1189.0,1167.300048828125,1172.4000244140625,143
2015-10-15,GC=F,1187.9000244140625,1188.300048828125,1177.800048828125,1184.199951171875,143
2015-10-16,GC=F,1183.5999755859375,1184.0999755859375,1176.199951171875,1182.5,243
2015-10-19,GC=F,1173.300048828125,1177.800048828125,1169.300048828125,1176.5,62
2015-10-20,GC=F,1178.0,1179.0999755859375,1168.699951171875,1168.699951171875,19
2015-10-21,GC=F,1167.5999755859375,1176.4000244140625,1164.9000244140625,1175.9000244140625,41
2015-10-22,GC=F,1166.5999755859375,1168.5999755859375,1163.5,1166.199951171875,48
2015-10-23,GC=F,1163.300048828125,1178.699951171875,1163.300048828125,1166.199951171875,38
2015-10-26,GC=F,1167.0,1170.0,1163.800048828125,1165.0999755859375,176
2015-10-27,GC=F,1166.800048828125,1166.800048828125,1162.0,1164.5,302
2015-10-28,GC=F,1177.0999755859375,1182.699951171875,1175.0999755859375,1175.0999755859375,217
2015-10-29,GC=F,1147.199951171875,1162.0,1144.9000244140625,1158.0,329
2015-10-30,GC=F,1141.5,1147.5999755859375,1139.199951171875,1147.5,249
2015-11-02,GC=F,1135.800048828125,1138.699951171875,1132.5999755859375,1137.9000244140625,180
2015-11-03,GC=F,1114.199951171875,1134.699951171875,1114.199951171875,1133.300048828125,185
2015-11-04,GC=F,1106.5,1121.9000244140625,1106.5,1119.0,141
2015-11-05,GC=F,1104.4000244140625,1110.699951171875,1104.4000244140625,1107.9000244140625,84
2015-11-06,GC=F,1087.5999755859375,1109.5,1084.800048828125,1105.199951171875,78
2015-11-09,GC=F,1087.9000244140625,1088.5999755859375,1087.9000244140625,1088.5999755859375,5
2015-11-10,GC=F,1088.199951171875,1091.300048828125,1085.0,1090.0999755859375,18
2015-11-11,GC=F,1084.699951171875,1091.4000244140625,1084.199951171875,1091.4000244140625,15
2015-11-12,GC=F,1080.800048828125,1086.5999755859375,1080.800048828125,1086.0,4
2015-11-13,GC=F,1080.800048828125,1085.9000244140625,1080.800048828125,1083.0999755859375,23
2015-11-16,GC=F,1083.699951171875,1092.4000244140625,1083.699951171875,1092.0,11
2015-11-17,GC=F,1068.699951171875,1075.800048828125,1065.0999755859375,1075.5,6
2015-11-18,GC=F,1068.800048828125,1071.9000244140625,1064.0,1064.0,5
2015-11-19,GC=F,1078.0,1082.4000244140625,1077.4000244140625,1077.4000244140625,10
2015-11-20,GC=F,1076.4000244140625,1082.9000244140625,1076.4000244140625,1082.9000244140625,5
2015-11-23,GC=F,1066.800048828125,1071.5,1066.800048828125,1070.0,57
2015-11-24,GC=F,1074.300048828125,1079.4000244140625,1073.199951171875,1073.199951171875,222
2015-11-25,GC=F,1070.5,1072.0,1068.5,1070.199951171875,148662
2015-11-27,GC=F,1056.199951171875,1074.199951171875,1051.0999755859375,1070.699951171875,52133
2015-11-30,GC=F,1065.800048828125,1068.4000244140625,1052.0999755859375,1056.5,4601
2015-12-01,GC=F,1063.800048828125,1074.5999755859375,1063.4000244140625,1064.5999755859375,3441
2015-12-02,GC=F,1054.199951171875,1069.5,1049.5999755859375,1068.699951171875,503
2015-12-03,GC=F,1061.699951171875,1064.5999755859375,1046.199951171875,1054.4000244140625,1161
2015-12-04,GC=F,1084.5,1088.800048828125,1058.699951171875,1063.0,889
2015-12-07,GC=F,1076.4000244140625,1086.5,1067.4000244140625,1084.9000244140625,656
2015-12-08,GC=F,1076.300048828125,1078.4000244140625,1069.5999755859375,1071.0,306
2015-12-09,GC=F,1077.5999755859375,1086.0,1070.5999755859375,1075.0999755859375,386
2015-12-10,GC=F,1073.0999755859375,1076.300048828125,1071.699951171875,1073.0,226
2015-12-11,GC=F,1076.9000244140625,1079.4000244140625,1064.4000244140625,1067.800048828125,410
2015-12-14,GC=F,1064.699951171875,1076.699951171875,1060.0,1074.0,509
2015-12-15,GC=F,1062.9000244140625,1066.199951171875,1061.800048828125,1064.5999755859375,220
2015-12-16,GC=F,1078.0,1078.699951171875,1064.300048828125,1064.800048828125,81
2015-12-17,GC=F,1050.800048828125,1072.5999755859375,1050.5,1072.5999755859375,56
2015-12-18,GC=F,1066.199951171875,1070.300048828125,1052.699951171875,1053.699951171875,253
2015-12-21,GC=F,1081.9000244140625,1081.9000244140625,1070.199951171875,1070.199951171875,26
2015-12-22,GC=F,1074.800048828125,1078.5999755859375,1073.800048828125,1078.5999755859375,106
2015-12-23,GC=F,1069.4000244140625,1074.800048828125,1069.4000244140625,1074.5,202
2015-12-24,GC=F,1077.199951171875,1077.800048828125,1073.5,1074.300048828125,24
2015-12-28,GC=F,1070.5,1098.800048828125,1070.5,1077.9000244140625,361
2015-12-29,GC=F,1077.5,1079.699951171875,1077.5,1079.0999755859375,252
2015-12-30,GC=F,1060.0999755859375,1070.199951171875,1059.699951171875,1068.5999755859375,71
2015-12-31,GC=F,1060.300048828125,1062.0,1058.5,1061.9000244140625,10
2016-01-04,GC=F,1075.0999755859375,1082.5,1063.199951171875,1063.4000244140625,143
2016-01-05,GC=F,1078.4000244140625,1081.5,1075.300048828125,1075.5999755859375,82
2016-01-06,GC=F,1091.9000244140625,1093.699951171875,1081.5999755859375,1081.5999755859375,52
2016-01-07,GC=F,1107.699951171875,1109.4000244140625,1091.5999755859375,1091.5999755859375,122
2016-01-08,GC=F,1097.800048828125,1111.0999755859375,1093.0,1111.0999755859375,98
2016-01-11,GC=F,1096.5,1107.9000244140625,1096.5,1105.699951171875,43
2016-01-12,GC=F,1085.5999755859375,1098.5,1084.0,1093.800048828125,87
2016-01-13,GC=F,1087.5,1093.9000244140625,1081.5,1081.5,50
2016-01-14,GC=F,1073.9000244140625,1091.5,1073.699951171875,1091.5,59
2016-01-15,GC=F,1091.5,1095.800048828125,1081.800048828125,1085.0,44
2016-01-19,GC=F,1089.9000244140625,1094.4000244140625,1084.9000244140625,1089.800048828125,17
2016-01-20,GC=F,1107.0999755859375,1109.800048828125,1099.800048828125,1099.800048828125,30
2016-01-21,GC=F,1099.0999755859375,1103.5999755859375,1094.0999755859375,1103.5999755859375,16
2016-01-22,GC=F,1097.199951171875,1103.199951171875,1097.199951171875,1098.0,4
2016-01-25,GC=F,1106.199951171875,1109.300048828125,1099.300048828125,1099.300048828125,8
2016-01-26,GC=F,1121.699951171875,1121.699951171875,1114.300048828125,1115.0999755859375,181
2016-01-27,GC=F,1116.0999755859375,1117.800048828125,1115.800048828125,1117.800048828125,168706
2016-01-28,GC=F,1115.5999755859375,1125.699951171875,1109.800048828125,1125.4000244140625,52861
2016-01-29,GC=F,1116.4000244140625,1118.5999755859375,1108.800048828125,1114.4000244140625,6955
2016-02-01,GC=F,1127.9000244140625,1130.0,1115.300048828125,1116.699951171875,1682
2016-02-02,GC=F,1127.300048828125,1131.4000244140625,1123.0,1128.300048828125,1230
2016-02-03,GC=F,1141.300048828125,1146.0,1125.0,1128.5,1630
2016-02-04,GC=F,1157.5999755859375,1157.5999755859375,1141.0,1142.5,771
2016-02-05,GC=F,1157.800048828125,1174.800048828125,1146.0,1155.5999755859375,877
2016-02-08,GC=F,1197.9000244140625,1200.4000244140625,1165.0,1173.5,931
2016-02-09,GC=F,1198.699951171875,1199.199951171875,1186.699951171875,1188.699951171875,700
2016-02-10,GC=F,1194.699951171875,1197.699951171875,1182.0999755859375,1189.800048828125,671
2016-02-11,GC=F,1247.9000244140625,1260.800048828125,1204.5999755859375,1205.5999755859375,995
2016-02-12,GC=F,1239.0999755859375,1247.800048828125,1233.5,1247.800048828125,250
2016-02-16,GC=F,1207.9000244140625,1233.5999755859375,1193.5999755859375,1233.0999755859375,422
2016-02-17,GC=F,1211.0999755859375,1212.9000244140625,1196.5,1196.5,53
2016-02-18,GC=F,1226.0999755859375,1239.199951171875,1201.5999755859375,1209.5999755859375,315
2016-02-19,GC=F,1230.4000244140625,1232.800048828125,1221.800048828125,1230.800048828125,76
2016-02-22,GC=F,1209.5,1226.0999755859375,1203.0,1226.0999755859375,280
2016-02-23,GC=F,1222.300048828125,1226.0999755859375,1207.4000244140625,1207.4000244140625,351
2016-02-24,GC=F,1238.699951171875,1250.0999755859375,1230.0,1230.0,111
2016-02-25,GC=F,1238.199951171875,1241.5,1235.0,1239.4000244140625,1349
2016-02-26,GC=F,1219.800048828125,1239.0999755859375,1212.199951171875,1232.4000244140625,656
2016-02-29,GC=F,1233.9000244140625,1241.0,1218.5999755859375,1218.5999755859375,580
2016-03-01,GC=F,1230.300048828125,1248.4000244140625,1229.0,1240.5,477
2016-03-02,GC=F,1241.0999755859375,1242.5999755859375,1226.0,1232.800048828125,267
2016-03-03,GC=F,1257.4000244140625,1267.9000244140625,1238.0,1238.4000244140625,123
2016-03-04,GC=F,1269.9000244140625,1279.9000244140625,1250.9000244140625,1263.0,268
2016-03-07,GC=F,1263.199951171875,1272.300048828125,1259.699951171875,1259.800048828125,67
2016-03-08,GC=F,1262.0999755859375,1276.300048828125,1261.0,1268.699951171875,43
2016-03-09,GC=F,1256.5999755859375,1260.0,1244.800048828125,1254.5,79
2016-03-10,GC=F,1272.0,1273.0,1237.5,1250.0,119
2016-03-11,GC=F,1258.699951171875,1280.699951171875,1249.4000244140625,1270.0,87
2016-03-14,GC=F,1244.4000244140625,1258.0,1234.5,1256.0,58
2016-03-15,GC=F,1230.4000244140625,1236.0,1228.0,1228.300048828125,37
2016-03-16,GC=F,1229.300048828125,1263.800048828125,1228.9000244140625,1229.5,45
2016-03-17,GC=F,1264.5,1270.0999755859375,1255.9000244140625,1261.5,27
2016-03-18,GC=F,1253.800048828125,1264.4000244140625,1251.5,1257.0999755859375,542
2016-03-21,GC=F,1243.800048828125,1256.199951171875,1243.4000244140625,1256.199951171875,1061
2016-03-22,GC=F,1248.199951171875,1252.4000244140625,1243.800048828125,1244.0,20
2016-03-23,GC=F,1223.699951171875,1247.699951171875,1218.5999755859375,1247.699951171875,28
2016-03-24,GC=F,1221.4000244140625,1221.4000244140625,1214.199951171875,1214.199951171875,13
2016-03-28,GC=F,1219.9000244140625,1222.199951171875,1210.0,1211.5,33
2016-03-29,GC=F,1235.5999755859375,1235.5999755859375,1217.699951171875,1217.800048828125,189732
2016-03-30,GC=F,1226.9000244140625,1245.0,1223.4000244140625,1241.4000244140625,48248
