Date,AAPL_Close,AAPL_High,AAPL_Low,AAPL_Open,AAPL_Volume,MSFT_Close,MSFT_High,MSFT_Low,MSFT_Open,MSFT_Volume,GOOGL_Close,GOOGL_High,GOOGL_Low,GOOGL_Open,GOOGL_Volume,TSLA_Close,TSLA_High,TSLA_Low,TSLA_Open,TSLA_Volume,AMZN_Close,AMZN_High,AMZN_Low,AMZN_Open,AMZN_Volume,NVDA_Close,NVDA_High,NVDA_Low,NVDA_Open,NVDA_Volume,JPM_Close,JPM_High,JPM_Low,JPM_Open,JPM_Volume,V_Close,V_High,V_Low,V_Open,V_Volume,XOM_Close,XOM_High,XOM_Low,XOM_Open,XOM_Volume
,AAPL_AAPL,AAPL_AAPL,AAPL_AAPL,AAPL_AAPL,AAPL_AAPL,MSFT_MSFT,MSFT_MSFT,MSFT_MSFT,MSFT_MSFT,MSFT_MSFT,GOOGL_GOOGL,GOOGL_GOOGL,GOOGL_GOOGL,GOOGL_GOOGL,GOOGL_GOOGL,TSLA_TSLA,TSLA_TSLA,TSLA_TSLA,TSLA_TSLA,TSLA_TSLA,AMZN_AMZN,AMZN_AMZN,AMZN_AMZN,AMZN_AMZN,AMZN_AMZN,NVDA_NVDA,NVDA_NVDA,NVDA_NVDA,NVDA_NVDA,NVDA_NVDA,JPM_JPM,JPM_JPM,JPM_JPM,JPM_JPM,JPM_JPM,V_V,V_V,V_V,V_V,V_V,XOM_XOM,XOM_XOM,XOM_XOM,XOM_XOM,XOM_XOM
2015-01-02,24.320436477661133,24.789805680555496,23.879985137119938,24.778682511950375,212818400,40.0721435546875,40.63774683913823,39.88361130593706,39.98644737517364,27913900,26.351516723632812,26.662529798560367,26.26841222285612,26.50328935778615,26480000,14.620667457580566,14.883333206176758,14.21733283996582,14.857999801635742,71466000,15.425999641418457,15.737500190734863,15.347999572753906,15.628999710083008,55664000,0.4830990731716156,0.486698942389443,0.4754193903189038,0.4830990731716156,113680000,47.4648323059082,47.82182298379399,47.14581609233346,47.2293680267813,12600000,61.672882080078125,62.07547346178538,61.084125296263345,61.29124087523123,8389600,59.5102424621582,59.651277964988864,58.85635147466195,59.138422480323264,10220400
2015-01-05,23.635292053222656,24.169171930797507,23.448435029507998,24.08908986430341,257142000,39.70364761352539,40.04643560280467,39.6350880542097,39.73792412408352,39673900,25.849414825439453,26.273885771708642,25.764322836130155,26.232085798376406,41182000,14.005999565124512,14.433333396911621,13.810667037963867,14.303333282470703,80527500,15.10949993133545,15.418999671936035,15.042499542236328,15.350500106811523,55484000,0.4749394953250885,0.4845391004681867,0.4727796020485131,0.4830991525444733,197952000,45.991275787353516,47.30531190727947,45.74821725057451,47.13821097417285,20100600,60.311527252197266,61.319159654190656,60.24170990614943,61.31683027879612,12751200,57.88192367553711,59.234575054929245,57.37548030160317,59.04225305284488,18502400
2015-01-06,23.637510299682617,23.89777609314269,23.27491613036746,23.699795956528767,263188400,39.120887756347656,40.063558411327804,39.02662003702997,39.7464787574306,36447900,25.211467742919922,25.93649991035023,25.15722648400916,25.90116924923008,54456000,14.085332870483398,14.279999732971191,13.61400032043457,14.003999710083008,93928500,14.76449966430664,15.149999618530273,14.619000434875488,15.112000465393066,70380000,0.4605400860309601,0.4761393963918223,0.4600601129724243,0.4756594233332865,197764000,44.79878234863281,46.14320191254875,44.32025944342849,46.05964997223672,29074100,59.92289733886719,60.68618677623968,59.30854233925331,60.45580587068265,11070000,57.574195861816406,58.599906442910786,57.067752607412444,57.84985472456918,16670700
2015-01-07,23.968961715698242,24.069063429151587,23.735388788097783,23.846613668449052,160423600,39.617942810058594,39.81504661280325,38.98378331759305,39.40369911980145,29114100,25.137319564819336,25.452810654848868,25.062677568471276,25.425940599196498,46918000,14.063332557678223,14.3186674118042,13.985333442687988,14.223333358764648,44526000,14.920999526977539,15.064000129699707,14.766500473022461,14.875,52806000,0.45934006571769714,0.46797969382745186,0.4579001181630755,0.4638998519590198,321808000,44.86714172363281,45.48997975835584,44.56331701999309,45.48997975835584,23843200,60.72574996948242,60.769965490504404,59.91126399534664,60.14164489832659,9346800,58.157569885253906,58.64478193062455,57.69600109395021,58.11269541337442,13590700
2015-01-08,24.889907836914062,24.94774525977114,24.18029243608068,24.298192254985526,237458000,40.783416748046875,40.92053253782855,40.03784984542768,40.06355803441853,29645200,25.224903106689453,25.254261799553323,24.633230341996608,24.9561873531382,73054000,14.041333198547363,14.25333309173584,14.000666618347168,14.187333106994629,51637500,15.02299976348877,15.156999588012695,14.805500030517578,15.015999794006348,61768000,0.4766194522380829,0.4794993483075133,0.4643799797699947,0.4646199806454462,283780000,45.86974334716797,46.25711985539507,45.55073012626198,45.55073012626198,16971100,61.54023361206055,61.69614551564868,61.116699217135285,61.2493457751757,10443200,59.1255989074707,59.151237277944674,58.33708451421571,58.49735122991411,15487500
2015-01-09,24.91659927368164,25.192436513950497,24.51618900784212,25.06341523971809,214798000,40.440635681152344,40.98053066771343,40.192115497966284,40.800566761892775,23944200,24.916872024536133,25.308998280574947,24.813866036099117,25.288098294715493,42000000,13.77733325958252,13.998666763305664,13.663999557495117,13.928000450134277,70024500,14.846500396728516,15.143500328063965,14.833999633789062,15.074000358581543,51848000,0.47853928804397583,0.48213915748855224,0.47181957942908637,0.47829931582033197,209540000,45.072208404541016,46.173568977609705,45.03423105322544,46.120400106270665,15396200,60.62799835205078,61.54487726290132,60.45113629764725,61.344742764220555,10523600,59.04225540161133,59.47818105151938,58.57427934404866,59.17047170508538,14488400
2015-01-12,24.30263900756836,25.054518669777874,24.202537283196392,25.047845447774034,198603200,39.935020446777344,40.740578771815194,39.72934834569044,40.63773945217263,23651900,24.734745025634766,24.89497825643245,24.42870733773082,24.8432256374153,57138000,13.480667114257812,13.631333351135254,13.283332824707031,13.536666870117188,89254500,14.570500373840332,14.92549991607666,14.46399974822998,14.878000259399414,68428000,0.4725395739078522,0.4799792567358244,0.46821975899512613,0.4797392558927312,190732000,44.684837341308594,45.11778554554221,44.25948344877804,45.0266364201873,15455200,60.50933837890625,60.97010739601201,60.30455925083725,60.74670746427397,6425600,57.90757751464844,58.555051598656085,57.5806320077543,58.49094588323339,15176300
2015-01-13,24.518409729003906,25.092330444797703,24.227001123216635,24.78757370102578,268367600,39.72935104370117,41.05766128951461,39.472259265333946,40.25210617887082,35270600,24.970619201660156,25.309001596524464,24.744700006112208,25.00893584742268,60958000,13.616666793823242,13.840666770935059,13.394000053405762,13.554667472839355,67159500,14.737000465393066,15.074999809265137,14.661499977111816,14.87399959564209,82728000,0.4718196392059326,0.4857390312554984,0.46845979877731125,0.47613945447772826,236720000,44.69243621826172,45.345657195932176,44.335442684537945,45.011449497131494,21644700,60.686187744140625,61.856720191805636,60.29755844402127,60.97474622453186,10284000,57.696014404296875,58.612740162136554,57.12546531979719,58.26015145106293,17469000
2015-01-14,24.42498779296875,24.578476995083378,24.135802385068178,24.255925476173466,195826400,39.38654708862305,39.62650217071557,39.09517562894506,39.38654708862305,29719600,25.176132202148438,25.292078716529858,24.789482467672684,24.901943752839887,52800000,12.845999717712402,13.013333320617676,12.333333015441895,12.388667106628418,173278500,14.66349983215332,14.795499801635742,14.324999809265137,14.596500396728516,110774000,0.4737393856048584,0.4751793330341809,0.4655797597959906,0.4667797064507644,155260000,43.150543212890625,44.69244689060022,41.98082178273773,44.69244689060022,49602300,59.471439361572266,60.1788806104576,59.13633598587681,59.722770444220984,12225200,57.52933883666992,57.62549984417746,55.939495757559605,57.02289542868539,23272100
