Stock,MSE,RMSE,MAE,R2
AAPL_Close,2.104619340678796E-5,0.004587613040219059,0.0038100723444496015,0.9980871590835683
MSFT_Close,4.2597963073544025E-6,0.0020639273987605286,0.0016145491579380206,0.9997290507847589
GOOGL_Close,1.4303197488950229E-5,0.003781956833300749,0.003054720397992633,0.9990998874715796
TSLA_Close,3.647861663219775E-5,0.006039753027417408,0.004973637102696342,0.9978533071001939
